OrderID,Odate,Sdate,City,State,Country,ZIP,Region,ProdID,Category,ProdName,Sales,Quantity,Discount,Profit,Shipping Cost
CA-2014-108441,2014-06-13,2014-06-19,New York City,New York,United States,10035,East,OFF-PA-10000697,Office Supplies,"TOPS Voice Message Log Book, Flash Format",19.04,4,0,9.3296,0.97
CA-2014-108441,2014-06-13,2014-06-19,New York City,New York,United States,10035,East,OFF-BI-10000848,Office Supplies,Angle-D Ring Binders,13.128,3,0.2,4.2666,1.35
CA-2014-108441,2014-06-13,2014-06-19,New York City,New York,United States,10035,East,FUR-CH-10000595,Furniture,Safco Contoured Stacking Chairs,858.24,4,0.1,143.04,46.01
CA-2012-169740,2012-02-20,2012-02-25,Hot Springs,Arkansas,United States,71901,South,TEC-AC-10000927,Technology,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,29.99,1,0,2.999,2.36
CA-2013-149111,2013-04-18,2013-04-22,Raleigh,North Carolina,United States,27604,South,TEC-PH-10003092,Technology,Motorola L804,36.792,1,0.2,4.1391,3.31
CA-2013-149111,2013-04-18,2013-04-22,Raleigh,North Carolina,United States,27604,South,FUR-FU-10000206,Furniture,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624,8,0.2,6.2856,1.05
CA-2011-131002,2011-09-07,2011-09-12,Tulsa,Oklahoma,United States,74133,Central,OFF-BI-10000948,Office Supplies,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,3,0,20.1207,5.9
CA-2011-131002,2011-09-07,2011-09-12,Tulsa,Oklahoma,United States,74133,Central,OFF-PA-10000223,Office Supplies,Xerox 2000,12.96,2,0,6.2208,1.64
CA-2011-131002,2011-09-07,2011-09-12,Tulsa,Oklahoma,United States,74133,Central,TEC-PH-10000215,Technology,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0,28.3095,17.61
US-2013-146794,2013-09-27,2013-10-02,Hesperia,California,United States,92345,West,FUR-BO-10004467,Furniture,Bestar Classic Bookcase,424.9575,5,0.15,19.998,51.16
CA-2014-112515,2014-09-18,2014-09-22,Provo,Utah,United States,84604,West,OFF-BI-10003712,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784,3,0.2,4.2717,0.9
CA-2014-112515,2014-09-18,2014-09-22,Provo,Utah,United States,84604,West,OFF-PA-10000062,Office Supplies,Green Bar Computer Printout Paper,164.88,3,0,80.7912,12.73
CA-2014-112515,2014-09-18,2014-09-22,Provo,Utah,United States,84604,West,OFF-BI-10004233,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544,4.15
CA-2014-112515,2014-09-18,2014-09-22,Provo,Utah,United States,84604,West,OFF-ST-10001272,Office Supplies,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2,0,65.435,9.2
CA-2013-150343,2013-08-17,2013-08-21,San Francisco,California,United States,94110,West,OFF-EN-10004030,Office Supplies,Convenience Packs of Business Envelopes,10.86,3,0,5.1042,1.57
CA-2012-135538,2012-12-24,2012-12-28,Gilbert,Arizona,United States,85234,West,FUR-CH-10004287,Furniture,SAFCO Arco Folding Chair,883.84,4,0.2,99.432,72.45
CA-2014-123372,2014-11-29,2014-12-03,New York City,New York,United States,10035,East,OFF-EN-10003055,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0,35.982,6.75
CA-2014-159604,2014-04-15,2014-04-16,Springfield,Missouri,United States,65807,Central,OFF-BI-10003460,Office Supplies,Acco 3-Hole Punch,8.76,2,0,4.2048,3.08
CA-2013-164784,2013-05-02,2013-05-05,Memphis,Tennessee,United States,38109,South,FUR-TA-10004534,Furniture,Bevis 44 x 96 Conference Tables,370.62,3,0.4,-142.071,91.58
CA-2013-164784,2013-05-02,2013-05-05,Memphis,Tennessee,United States,38109,South,OFF-BI-10002954,Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2,0.7,-2.0108,0.17
CA-2013-111794,2013-10-02,2013-10-02,Amarillo,Texas,United States,79109,Central,OFF-PA-10000474,Office Supplies,Staples,28.352,1,0.2,9.5688,4.59
US-2012-139759,2012-08-25,2012-08-30,Los Angeles,California,United States,90045,West,FUR-CH-10002774,Furniture,"Global Deluxe Stacking Chair, Gray",40.784,1,0.2,4.5882,2.12
CA-2011-126403,2011-09-09,2011-09-12,Lowell,Massachusetts,United States,1852,East,OFF-PA-10001144,Office Supplies,Xerox 1913,166.44,3,0,79.8912,12.51
CA-2011-126403,2011-09-09,2011-09-12,Lowell,Massachusetts,United States,1852,East,FUR-CH-10003761,Furniture,Global Italian Leather Office Chair,785.88,6,0,212.1876,99.81
CA-2011-126403,2011-09-09,2011-09-12,Lowell,Massachusetts,United States,1852,East,OFF-ST-10000078,Office Supplies,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.653,97.93
CA-2014-136875,2014-12-04,2014-12-04,San Diego,California,United States,92024,West,OFF-PA-10000357,Office Supplies,Xerox 1888,166.44,3,0,79.8912,36.43
CA-2014-132185,2014-11-28,2014-12-03,Asheville,North Carolina,United States,28806,South,OFF-AP-10001205,Office Supplies,Belkin 5 Outlet SurgeMaster Power Centers,43.584,1,0.2,4.3584,3.06
US-2011-160780,2011-06-21,2011-06-21,Pueblo,Colorado,United States,81001,West,OFF-BI-10001116,Office Supplies,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7,0.7,-8.1312,1.96
CA-2014-127026,2014-01-22,2014-01-28,Jackson,Michigan,United States,49201,Central,OFF-BI-10000546,Office Supplies,Avery Durable Binders,14.4,5,0,7.056,1.08
CA-2014-127026,2014-01-22,2014-01-28,Jackson,Michigan,United States,49201,Central,TEC-AC-10002049,Technology,Logitech G19 Programmable Gaming Keyboard,619.95,5,0,111.591,27.79
CA-2014-127026,2014-01-22,2014-01-28,Jackson,Michigan,United States,49201,Central,TEC-MA-10002981,Technology,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,3,0.1,152.0883,3.27
CA-2014-127026,2014-01-22,2014-01-28,Jackson,Michigan,United States,49201,Central,TEC-PH-10003601,Technology,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,1,0,49.497,9.22
CA-2013-133123,2013-09-07,2013-09-12,Thomasville,North Carolina,United States,27360,South,OFF-EN-10003055,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,3,0.2,29.985,6.95
CA-2013-133123,2013-09-07,2013-09-12,Thomasville,North Carolina,United States,27360,South,OFF-BI-10001031,Office Supplies,Pressboard Data Binders by Wilson Jones,3.204,2,0.7,-2.4564,0.19
CA-2012-153220,2012-11-12,2012-11-14,Los Angeles,California,United States,90032,West,OFF-PA-10003016,Office Supplies,"Adams ""While You Were Out"" Message Pads",15.7,5,0,7.065,3.41
CA-2011-123064,2011-06-30,2011-07-02,Chicago,Illinois,United States,60653,Central,OFF-AR-10004582,Office Supplies,BIC Brite Liner Grip Highlighters,5.248,4,0.2,1.64,0.98
US-2013-144211,2013-08-29,2013-09-03,Englewood,Colorado,United States,80112,West,OFF-PA-10002246,Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,0.2,5.6115,1.71
US-2013-144211,2013-08-29,2013-09-03,Englewood,Colorado,United States,80112,West,TEC-PH-10002890,Technology,AT&T 17929 Lendline Telephone,108.576,3,0.2,8.1432,7.73
CA-2011-143182,2011-10-15,2011-10-20,Hialeah,Florida,United States,33012,South,FUR-FU-10004270,Furniture,"Executive Impressions 13"" Clairmont Wall Clock",15.384,1,0.2,4.0383,0.62
CA-2013-161662,2013-02-07,2013-02-09,Lancaster,Ohio,United States,43130,East,OFF-PA-10003465,Office Supplies,Xerox 1912,30.352,2,0.2,10.6232,10.27
CA-2011-145317,2011-03-18,2011-03-23,Jacksonville,Florida,United States,32216,South,TEC-MA-10002412,Technology,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,6,0.5,-1811.0784,"2,598.26"
CA-2011-145317,2011-03-18,2011-03-23,Jacksonville,Florida,United States,32216,South,OFF-PA-10001804,Office Supplies,Xerox 195,21.376,4,0.2,7.4816,1.33
CA-2011-145317,2011-03-18,2011-03-23,Jacksonville,Florida,United States,32216,South,FUR-FU-10004270,Furniture,"Executive Impressions 13"" Clairmont Wall Clock",30.768,2,0.2,8.0766,2.37
CA-2011-145317,2011-03-18,2011-03-23,Jacksonville,Florida,United States,32216,South,OFF-FA-10003112,Office Supplies,Staples,18.936,3,0.2,5.9175,1.8
CA-2011-143413,2011-05-24,2011-05-30,Baltimore,Maryland,United States,21215,East,OFF-PA-10002319,Office Supplies,Xerox 1944,116.28,3,0,56.9772,14.48
CA-2014-156818,2014-07-12,2014-07-14,New York City,New York,United States,10009,East,TEC-AC-10002323,Technology,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6,6,0,17.238,17.25
CA-2014-155873,2014-06-17,2014-06-22,Carlsbad,New Mexico,United States,88220,West,OFF-PA-10001246,Office Supplies,Xerox 215,19.44,3,0,9.3312,2.4
CA-2014-155873,2014-06-17,2014-06-22,Carlsbad,New Mexico,United States,88220,West,OFF-PA-10001815,Office Supplies,Xerox 1885,192.16,4,0,92.2368,37.84
CA-2012-121797,2012-01-30,2012-02-06,Los Angeles,California,United States,90049,West,TEC-MA-10000488,Technology,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,130.61
US-2012-120572,2012-12-11,2012-12-15,Jacksonville,Florida,United States,32216,South,OFF-BI-10001098,Office Supplies,Acco D-Ring Binder w/DublLock,12.828,2,0.7,-8.9796,1.26
CA-2014-146031,2014-07-30,2014-08-02,Troy,New York,United States,12180,East,OFF-AR-10002656,Office Supplies,Sanford Liquid Accent Highlighters,60.12,9,0,22.2444,14.84
CA-2011-110100,2011-04-25,2011-04-29,Wilmington,North Carolina,United States,28403,South,TEC-PH-10004531,Technology,AT&T CL2909,302.376,3,0.2,37.797,37.53
CA-2011-127187,2011-12-04,2011-12-08,New York City,New York,United States,10024,East,TEC-PH-10000673,Technology,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,0,62.3904,15.99
CA-2014-128475,2014-08-27,2014-09-02,Columbus,Georgia,United States,31907,South,TEC-AC-10000158,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.1158,3.27
CA-2014-144827,2014-12-22,2014-12-28,Costa Mesa,California,United States,92627,West,OFF-ST-10004340,Office Supplies,"Fellowes Mobile File Cart, Black",124.36,2,0,33.5772,6.61
CA-2011-110030,2011-12-06,2011-12-08,Houston,Texas,United States,77095,Central,FUR-FU-10002759,Furniture,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856,4.26
CA-2011-121286,2011-11-04,2011-11-08,Cary,North Carolina,United States,27511,South,OFF-AP-10004859,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,5,0.2,5.096,2.82
CA-2013-164735,2013-04-15,2013-04-20,Alexandria,Virginia,United States,22304,South,OFF-ST-10001558,Office Supplies,Acco Perma 4000 Stacking Storage Drawers,81.2,5,0,12.18,9.1
CA-2011-153479,2011-10-04,2011-10-08,Vallejo,California,United States,94591,West,OFF-BI-10002867,Office Supplies,GBC Recycled Regency Composition Covers,95.648,2,0.2,31.0856,18.81
CA-2014-149888,2014-11-08,2014-11-14,Philadelphia,Pennsylvania,United States,19120,East,TEC-PH-10003811,Technology,Jabra Supreme Plus Driver Edition Headset,359.97,5,0.4,-71.994,13.51
CA-2014-119193,2014-12-23,2014-12-25,Toledo,Ohio,United States,43615,East,OFF-BI-10000848,Office Supplies,Angle-D Ring Binders,1.641,1,0.7,-1.3128,0.42
CA-2014-119193,2014-12-23,2014-12-25,Toledo,Ohio,United States,43615,East,TEC-PH-10003072,Technology,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958,7,0.4,94.4937,192.33
CA-2014-104801,2014-02-14,2014-02-20,Seattle,Washington,United States,98105,West,TEC-AC-10001838,Technology,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96,4,0,343.9828,43.13
CA-2014-104801,2014-02-14,2014-02-20,Seattle,Washington,United States,98105,West,FUR-FU-10004017,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,1,0,21.506,6.56
CA-2011-107594,2011-07-02,2011-07-06,Plainfield,New Jersey,United States,7060,East,OFF-AR-10000716,Office Supplies,DIXON Ticonderoga Erasable Checking Pencils,5.58,1,0,2.1762,0.57
CA-2012-129770,2012-02-21,2012-02-23,Las Cruces,New Mexico,United States,88001,West,OFF-PA-10000249,Office Supplies,Staples,49.12,4,0,23.0864,17.59
CA-2012-115798,2012-11-13,2012-11-19,Newark,Delaware,United States,19711,East,OFF-PA-10001560,Office Supplies,"Adams Telephone Message Books, 5 1/4” x 11”",42.28,7,0,19.8716,3.35
CA-2012-115798,2012-11-13,2012-11-19,Newark,Delaware,United States,19711,East,FUR-BO-10004467,Furniture,Bestar Classic Bookcase,299.97,3,0,56.9943,29.79
CA-2014-122707,2014-04-17,2014-04-19,Hoover,Alabama,United States,35244,South,OFF-SU-10000157,Office Supplies,Compact Automatic Electric Letter Opener,477.24,4,0,9.5448,84.49
CA-2014-122707,2014-04-17,2014-04-19,Hoover,Alabama,United States,35244,South,TEC-AC-10004227,Technology,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,2,0,1.5588,1.27
CA-2011-149244,2011-11-04,2011-11-08,San Diego,California,United States,92037,West,FUR-FU-10004671,Furniture,"Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292,5.83
CA-2012-140144,2012-06-20,2012-06-25,San Francisco,California,United States,94122,West,FUR-FU-10002253,Furniture,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,6,0,100.4796,10.82
CA-2014-163321,2014-08-08,2014-08-12,Jacksonville,North Carolina,United States,28540,South,TEC-AC-10004571,Technology,Logitech G700s Rechargeable Gaming Mouse,79.992,1,0.2,21.9978,9.31
CA-2011-155887,2011-05-12,2011-05-17,Franklin,Massachusetts,United States,2038,East,FUR-TA-10002228,Furniture,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104,38.47
CA-2012-110247,2012-12-04,2012-12-08,Tallahassee,Florida,United States,32303,South,OFF-BI-10001553,Office Supplies,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,3,0.7,-6.0324,0.31
US-2011-141257,2011-06-08,2011-06-14,Seattle,Washington,United States,98115,West,FUR-CH-10002758,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,3,0.2,73.194,45.52
CA-2011-158029,2011-05-26,2011-05-30,Los Angeles,California,United States,90008,West,FUR-CH-10000988,Furniture,Hon Olson Stacker Stools,225.296,2,0.2,22.5296,8.34
CA-2012-155306,2012-04-17,2012-04-21,San Francisco,California,United States,94122,West,OFF-AR-10003251,Office Supplies,Prang Drawing Pencil Set,5.56,2,0,2.224,0.33
CA-2012-155306,2012-04-17,2012-04-21,San Francisco,California,United States,94122,West,TEC-PH-10002310,Technology,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5,0.2,68.5965,84.48
CA-2012-155306,2012-04-17,2012-04-21,San Francisco,California,United States,94122,West,OFF-AP-10002651,Office Supplies,Hoover Upright Vacuum With Dirt Cup,1447.65,5,0,419.8185,114.8
CA-2013-127775,2013-06-12,2013-06-14,New York City,New York,United States,10035,East,TEC-AC-10002402,Technology,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0,71.991,79.71
CA-2013-146171,2013-03-12,2013-03-16,Columbus,Georgia,United States,31907,South,FUR-FU-10004270,Furniture,"Executive Impressions 13"" Clairmont Wall Clock",76.92,4,0,31.5372,12.14
CA-2011-129574,2011-05-26,2011-05-29,Murray,Utah,United States,84107,West,OFF-PA-10002893,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5,0,23.232,12.93
CA-2014-126536,2014-10-13,2014-10-15,San Francisco,California,United States,94110,West,TEC-AC-10003709,Technology,Maxell 4.7GB DVD-R 5/Pack,0.99,1,0,0.4356,0.19
CA-2014-165757,2014-06-23,2014-06-29,Philadelphia,Pennsylvania,United States,19140,East,OFF-BI-10003166,Office Supplies,GBC Plasticlear Binding Covers,10.332,3,0.7,-7.5768,0.42
CA-2014-165757,2014-06-23,2014-06-29,Philadelphia,Pennsylvania,United States,19140,East,OFF-BI-10003982,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,31.155,5,0.7,-23.8855,1.73
CA-2014-167752,2014-01-16,2014-01-19,Philadelphia,Pennsylvania,United States,19134,East,OFF-AP-10000159,Office Supplies,Belkin F9M820V08 8 Outlet Surge,34.384,1,0.2,3.8682,4.92
CA-2014-167752,2014-01-16,2014-01-19,Philadelphia,Pennsylvania,United States,19134,East,OFF-AP-10002945,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,8,0.2,312.676,259.62
US-2012-122140,2012-04-02,2012-04-07,Dallas,Texas,United States,75220,Central,TEC-AC-10003038,Technology,Kingston Digital DataTraveler 16GB USB 2.0,50.12,7,0.2,-0.6265,3.43
US-2012-122140,2012-04-02,2012-04-07,Dallas,Texas,United States,75220,Central,TEC-AC-10003289,Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,3,0.2,1.7991,4.35
CA-2014-158967,2014-12-11,2014-12-13,Fort Lauderdale,Florida,United States,33311,South,FUR-FU-10001940,Furniture,Staples,19.104,3,0.2,5.7312,1.03
CA-2013-131576,2013-11-23,2013-11-27,Detroit,Michigan,United States,48205,Central,OFF-BI-10002852,Office Supplies,Ibico Standard Transparent Covers,49.44,3,0,24.2256,3.98
CA-2013-144729,2013-10-22,2013-10-26,San Diego,California,United States,92037,West,OFF-ST-10004804,Office Supplies,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.5444,8.24
CA-2012-127019,2012-12-21,2012-12-25,Colorado Springs,Colorado,United States,80906,West,OFF-AP-10003971,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,60.984,7,0.2,4.5738,5.75
CA-2014-108322,2014-05-01,2014-05-06,Pompano Beach,Florida,United States,33068,South,FUR-FU-10001935,Furniture,3M Hangers With Command Adhesive,23.68,8,0.2,6.216,2.41
CA-2014-108322,2014-05-01,2014-05-06,Pompano Beach,Florida,United States,33068,South,TEC-AC-10003433,Technology,Maxell 4.7GB DVD+R 5/Pack,2.376,3,0.2,0.7425,0.21
CA-2014-146724,2014-11-21,2014-11-28,Lakeville,Minnesota,United States,55044,Central,OFF-AR-10001026,Office Supplies,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22,10,0,9.68,1.68
CA-2013-139878,2013-11-12,2013-11-17,Detroit,Michigan,United States,48234,Central,TEC-PH-10001336,Technology,Digium D40 VoIP phone,257.98,2,0,74.8142,24.97
CA-2013-116974,2013-10-10,2013-10-16,Troy,Ohio,United States,45373,East,TEC-PH-10004897,Technology,Mediabridge Sport Armband iPhone 5s,23.976,4,0.4,-15.5844,3.95
CA-2012-149972,2012-09-21,2012-09-23,Los Angeles,California,United States,90036,West,FUR-CH-10004997,Furniture,Hon Every-Day Series Multi-Task Chairs,601.536,4,0.2,0,27.14
US-2011-117744,2011-12-02,2011-12-06,Corpus Christi,Texas,United States,78415,Central,FUR-FU-10001588,Furniture,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.803,3.14
US-2011-117744,2011-12-02,2011-12-06,Corpus Christi,Texas,United States,78415,Central,OFF-AR-10000940,Office Supplies,Newell 343,16.464,7,0.2,1.4406,0.69
CA-2011-125514,2011-09-21,2011-09-22,Omaha,Nebraska,United States,68104,Central,OFF-AP-10000358,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,25.96,2,0,7.5284,7.53
CA-2011-125514,2011-09-21,2011-09-22,Omaha,Nebraska,United States,68104,Central,OFF-AP-10003281,Office Supplies,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3,0,10.881,9.03
CA-2011-154599,2011-04-12,2011-04-17,Redondo Beach,California,United States,90278,West,TEC-PH-10001557,Technology,Pyle PMP37LED,1075.088,14,0.2,94.0702,85.97
CA-2011-154599,2011-04-12,2011-04-17,Redondo Beach,California,United States,90278,West,TEC-PH-10000576,Technology,AT&T 1080 Corded phone,438.368,4,0.2,38.3572,11.41
CA-2011-154599,2011-04-12,2011-04-17,Redondo Beach,California,United States,90278,West,FUR-BO-10001337,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,3,0.15,-18.147,24.38
CA-2014-158743,2014-10-21,2014-10-28,Little Rock,Arkansas,United States,72209,South,OFF-AR-10002257,Office Supplies,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36,4,0,4.1416,0.57
CA-2014-158743,2014-10-21,2014-10-28,Little Rock,Arkansas,United States,72209,South,OFF-BI-10003364,Office Supplies,Binding Machine Supplies,145.85,5,0,70.008,8.57
CA-2013-153318,2013-10-26,2013-10-29,Miami,Florida,United States,33180,South,TEC-PH-10000984,Technology,Panasonic KX-TG9471B,783.96,5,0.2,78.396,202.09
CA-2014-143329,2014-11-04,2014-11-09,Las Cruces,New Mexico,United States,88001,West,FUR-FU-10000629,Furniture,9-3/4 Diameter Round Wall Clock,41.37,3,0,17.3754,2.96
CA-2012-159380,2012-05-12,2012-05-16,San Francisco,California,United States,94122,West,OFF-PA-10003893,Office Supplies,Xerox 1962,12.84,3,0,5.778,1.57
CA-2012-122623,2012-09-07,2012-09-11,El Paso,Texas,United States,79907,Central,FUR-CH-10000553,Furniture,"Metal Folding Chairs, Beige, 4/Carton",47.516,2,0.3,-2.0364,8.05
CA-2012-148635,2012-07-25,2012-07-27,Seattle,Washington,United States,98115,West,OFF-FA-10004395,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,9.42,2,0,0.471,2.09
CA-2012-148635,2012-07-25,2012-07-27,Seattle,Washington,United States,98115,West,FUR-BO-10002213,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5,0,56.392,189.88
CA-2012-148635,2012-07-25,2012-07-27,Seattle,Washington,United States,98115,West,FUR-CH-10001854,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568,2,0.2,28.0784,165.42
CA-2012-135685,2012-11-16,2012-11-18,Milwaukee,Wisconsin,United States,53209,Central,FUR-FU-10001185,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0,76.0878,20.81
CA-2012-135685,2012-11-16,2012-11-18,Milwaukee,Wisconsin,United States,53209,Central,FUR-TA-10001520,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,3,0,36.3987,16.33
CA-2012-135685,2012-11-16,2012-11-18,Milwaukee,Wisconsin,United States,53209,Central,FUR-TA-10000688,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0,111.1035,43.33
CA-2012-104626,2012-09-01,2012-09-08,Franklin,Massachusetts,United States,2038,East,OFF-BI-10001510,Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,5,0,51.57,3.48
CA-2012-104626,2012-09-01,2012-09-08,Franklin,Massachusetts,United States,2038,East,FUR-FU-10000308,Furniture,Deflect-o Glass Clear Studded Chair Mats,124.36,2,0,27.3592,6.57
CA-2012-104626,2012-09-01,2012-09-08,Franklin,Massachusetts,United States,2038,East,OFF-ST-10003208,Office Supplies,Adjustable Depth Letter/Legal Cart,1088.76,6,0,315.7404,54.34
CA-2013-160500,2013-05-06,2013-05-09,Encinitas,California,United States,92024,West,FUR-TA-10003748,Furniture,Bevis 36 x 72 Conference Tables,298.776,3,0.2,7.4694,25.78
CA-2014-100202,2014-01-01,2014-01-06,Anaheim,California,United States,92804,West,TEC-PH-10002563,Technology,Adtran 1202752G1,302.376,3,0.2,22.6782,24.99
CA-2014-131016,2014-09-19,2014-09-21,Arlington,Texas,United States,76017,Central,OFF-ST-10000352,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,47.584,2,0.2,-2.974,6.97
US-2011-112914,2011-09-25,2011-09-30,Houston,Texas,United States,77041,Central,OFF-PA-10003270,Office Supplies,Xerox 1954,33.792,8,0.2,10.56,1.25
US-2011-112914,2011-09-25,2011-09-30,Houston,Texas,United States,77041,Central,OFF-BI-10002982,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,2,0.8,-4.3584,0.18
US-2011-112914,2011-09-25,2011-09-30,Houston,Texas,United States,77041,Central,OFF-EN-10001509,Office Supplies,Poly String Tie Envelopes,3.264,2,0.2,1.1016,0.29
CA-2013-124149,2013-04-24,2013-04-27,Lancaster,Ohio,United States,43130,East,OFF-ST-10000760,Office Supplies,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.291,3.25
CA-2013-124149,2013-04-24,2013-04-27,Lancaster,Ohio,United States,43130,East,OFF-PA-10002923,Office Supplies,Xerox 1942,78.304,2,0.2,29.364,10.45
CA-2011-148915,2011-11-01,2011-11-05,Portland,Oregon,United States,97206,West,TEC-PH-10000673,Technology,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,3,0.2,54.5916,3.74
CA-2014-134649,2014-01-27,2014-02-01,Hoover,Alabama,United States,35244,South,OFF-AR-10001547,Office Supplies,Newell 311,15.47,7,0,4.1769,1.62
CA-2014-110842,2014-11-12,2014-11-17,Los Angeles,California,United States,90036,West,OFF-AP-10003971,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10.89,1,0,2.8314,0.85
CA-2014-110842,2014-11-12,2014-11-17,Los Angeles,California,United States,90036,West,OFF-PA-10000520,Office Supplies,Xerox 201,19.44,3,0,9.3312,1.43
CA-2013-147368,2013-06-10,2013-06-13,Tallahassee,Florida,United States,32303,South,TEC-MA-10002178,Technology,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.828,356.68
US-2012-104185,2012-09-03,2012-09-08,New York City,New York,United States,10009,East,OFF-ST-10001526,Office Supplies,Iceberg Mobile Mega Data/Printer Cart ,120.33,1,0,31.2858,11.79
US-2014-135062,2014-09-01,2014-09-05,Fayetteville,North Carolina,United States,28314,South,OFF-PA-10000100,Office Supplies,Xerox 1945,229.544,7,0.2,83.2097,9.43
CA-2014-135650,2014-03-24,2014-03-28,Huntsville,Texas,United States,77340,Central,OFF-ST-10001809,Office Supplies,Fellowes Officeware Wire Shelving,143.728,2,0.2,-32.3388,20.44
US-2013-162852,2013-12-28,2014-01-01,Woodstock,Illinois,United States,60098,Central,FUR-CH-10004853,Furniture,"Global Manager's Adjustable Task Chair, Storm",845.488,8,0.3,-12.0784,45.91
CA-2014-138163,2014-11-18,2014-11-21,Everett,Massachusetts,United States,2149,East,OFF-AR-10001958,Office Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,3,0,14.2632,16.45
CA-2014-157854,2014-04-09,2014-04-16,Roswell,Georgia,United States,30076,South,FUR-FU-10003832,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,6,0,15.7584,7.16
CA-2014-157854,2014-04-09,2014-04-16,Roswell,Georgia,United States,30076,South,OFF-BI-10001359,Office Supplies,GBC DocuBind TL300 Electric Binding System,2690.97,3,0,1264.7559,244.88
